"gene_id","module"
"evm.TU.Chr07.2361","black"
"evm.TU.Chr07.2363","grey"
"evm.TU.Chr07.2364","turquoise"
"evm.TU.Chr07.2392","turquoise"
"evm.TU.Chr07.2429","green"
"evm.TU.Chr07.2450","grey"
"evm.TU.Chr07.2457","turquoise"
"evm.TU.Chr07.2531","green"
"evm.TU.Chr07.2540","turquoise"
"evm.TU.Chr07.2584","grey"
"evm.TU.Chr07.2585","grey"
"evm.TU.Chr07.2602","turquoise"
"evm.TU.Chr03.55","green"
"evm.TU.Chr03.67","grey"
"evm.TU.Chr03.69","red"
"evm.TU.Chr03.219","turquoise"
"evm.TU.Chr03.224","blue"
"evm.TU.Chr03.263","red"
"evm.TU.Chr03.266","blue"
"evm.TU.Chr03.271","black"
"evm.TU.Chr03.272","black"
"evm.TU.Chr03.278","blue"
"evm.TU.Chr03.295","turquoise"
"evm.TU.Chr03.349","green"
"evm.TU.Chr03.352","grey"
"evm.TU.Chr03.355","turquoise"
"evm.TU.Chr03.358","turquoise"
"evm.TU.Chr03.359","turquoise"
"evm.TU.Chr03.362","brown"
"evm.TU.Chr03.374","black"
"evm.TU.Chr03.400","turquoise"
"evm.TU.Chr03.432","grey"
"evm.TU.Chr03.435","turquoise"
"evm.TU.Chr03.440","grey"
"evm.TU.Chr03.445","grey"
"evm.TU.Chr03.447","blue"
"evm.TU.Chr03.458","grey"
"evm.TU.Chr03.459","blue"
"evm.TU.Chr03.526","yellow"
"evm.TU.Chr03.538","turquoise"
"evm.TU.Chr03.563","turquoise"
"evm.TU.Chr03.577","brown"
"evm.TU.Chr03.618","grey"
"evm.TU.Chr03.634","turquoise"
"evm.TU.Chr03.635","blue"
"evm.TU.Chr03.640","grey"
"evm.TU.Chr03.643","blue"
"evm.TU.Chr03.655","turquoise"
"evm.TU.Chr03.688","grey"
"evm.TU.Chr03.690","grey"
"evm.TU.Chr03.692","grey"
"evm.TU.Chr03.693","yellow"
"evm.TU.Chr03.728","turquoise"
"evm.TU.Chr03.732","black"
"evm.TU.Chr03.753","grey"
"evm.TU.Chr03.818","blue"
"evm.TU.Chr03.850","blue"
"evm.TU.Chr03.869","green"
"evm.TU.Chr03.877","turquoise"
"evm.TU.Chr03.938","blue"
"evm.TU.Chr03.949","yellow"
"evm.TU.Chr03.952","red"
"evm.TU.Chr03.965","blue"
"evm.TU.Chr03.1078","brown"
"evm.TU.Chr03.1096","yellow"
"evm.TU.Chr03.1111","grey"
"evm.TU.Chr03.1151","black"
"evm.TU.Chr03.1183","blue"
"evm.TU.Chr03.1262","turquoise"
"evm.TU.Chr03.1323","black"
"evm.TU.Chr03.1394","yellow"
"evm.TU.Chr03.1440","brown"
"evm.TU.Chr03.1442","black"
"evm.TU.Chr03.1530","green"
"evm.TU.Chr03.1539","grey"
"evm.TU.Chr03.1608","turquoise"
"evm.TU.Chr03.1609","grey"
"evm.TU.Chr03.1613","yellow"
"evm.TU.Chr03.1614","red"
"evm.TU.Chr03.1620","green"
"evm.TU.Chr03.1725","turquoise"
"evm.TU.Chr03.1762","turquoise"
"evm.TU.Chr03.1797_evm.TU.Chr03.1798","turquoise"
"evm.TU.Chr03.1809","red"
"evm.TU.Chr03.1830","grey"
"evm.TU.Chr03.1836","blue"
"evm.TU.Chr03.1914","black"
"evm.TU.Chr03.1920","grey"
"evm.TU.Chr03.1936","turquoise"
"evm.TU.Chr03.1948","grey"
"evm.TU.Chr03.1953","grey"
"evm.TU.Chr03.2072","blue"
"evm.TU.Chr03.2109","grey"
"evm.TU.Chr03.2110","turquoise"
"evm.TU.Chr03.2133","turquoise"
"evm.TU.Chr03.2180","turquoise"
"evm.TU.Chr03.2209","grey"
"evm.TU.Chr03.2215","blue"
"evm.TU.Chr03.2227","grey"
"evm.TU.Chr03.2241","yellow"
"evm.TU.Chr03.2242","yellow"
"evm.TU.Chr03.2245","blue"
"evm.TU.Chr03.2267","blue"
"evm.TU.Chr03.2299","grey"
"evm.TU.Chr03.2375","black"
"evm.TU.Chr03.2379","black"
"evm.TU.Chr03.2469","brown"
"evm.TU.Chr03.2479_evm.TU.Chr03.2480","blue"
"evm.TU.Chr03.2494","turquoise"
"evm.TU.Chr03.2566","green"
"evm.TU.Chr03.2653","grey"
"evm.TU.Chr03.2710","blue"
"evm.TU.Chr03.2742","blue"
"evm.TU.Chr03.2771","yellow"
"evm.TU.Chr03.2785","turquoise"
"evm.TU.Chr03.2793","blue"
"evm.TU.Chr03.2799","grey"
"evm.TU.Chr03.2839","grey"
"evm.TU.Chr03.2846","turquoise"
"evm.TU.Chr03.2930","yellow"
"evm.TU.Chr03.2931","grey"
"evm.TU.Chr03.2984","grey"
"evm.TU.Chr03.3002","green"
"evm.TU.Chr03.3088","black"
"evm.TU.Chr03.3095","brown"
"evm.TU.Chr03.3097","blue"
"evm.TU.Chr03.3191","red"
"evm.TU.Chr03.3214","black"
"evm.TU.Chr03.3243","green"
"evm.TU.Chr03.3259","grey"
"evm.TU.Chr03.3386","green"
"evm.TU.Chr03.3407","grey"
"evm.TU.Chr03.3426","brown"
"evm.TU.Chr03.3497","grey"
"evm.TU.Chr03.3502","grey"
"evm.TU.Chr03.3526","brown"
"evm.TU.Chr03.3543","green"
"evm.TU.Chr03.3564","yellow"
"evm.TU.Chr03.3567","grey"
"evm.TU.Chr06.7","blue"
"evm.TU.Chr06.9","grey"
"evm.TU.Chr06.10","grey"
"evm.TU.Chr06.211","brown"
"evm.TU.Chr06.303","grey"
"evm.TU.Chr06.306","grey"
"evm.TU.Chr06.401","turquoise"
"evm.TU.Chr06.406","grey"
"evm.TU.Chr06.415","yellow"
"evm.TU.Chr06.430_evm.TU.Chr06.428","red"
"evm.TU.Chr06.604","brown"
"evm.TU.Chr06.624","blue"
"evm.TU.Chr06.635","turquoise"
"evm.TU.Chr06.699","turquoise"
"evm.TU.Chr06.795","green"
"evm.TU.Chr06.859","grey"
"evm.TU.Chr06.873","green"
"evm.TU.Chr06.888","blue"
"evm.TU.Chr06.946","green"
"evm.TU.Chr06.957","blue"
"evm.TU.Chr06.984","blue"
"evm.TU.Chr06.986","blue"
"evm.TU.Chr06.1009","grey"
"evm.TU.Chr06.1027","grey"
"evm.TU.Chr06.1028","blue"
"evm.TU.Chr06.1045","turquoise"
"evm.TU.Chr06.1067","brown"
"evm.TU.Chr06.1103","brown"
"evm.TU.Chr06.1112","yellow"
"evm.TU.Chr06.1115","yellow"
"evm.TU.Chr06.1133","yellow"
"evm.TU.Chr06.1134","blue"
"evm.TU.Chr06.1153","red"
"evm.TU.Chr06.1194","grey"
"evm.TU.Chr06.1196","turquoise"
"evm.TU.Chr06.1200","green"
"evm.TU.Chr06.1201","yellow"
"evm.TU.Chr06.1299","grey"
"evm.TU.Chr06.1402","turquoise"
"evm.TU.Chr06.1533","blue"
"evm.TU.Chr06.1534","blue"
"evm.TU.Chr06.1659","turquoise"
"evm.TU.Chr06.1679","blue"
"evm.TU.Chr06.1714","brown"
"evm.TU.Chr06.1730","turquoise"
"evm.TU.Chr06.1746","yellow"
"evm.TU.Chr06.1777","grey"
"evm.TU.Chr06.1822","blue"
"evm.TU.Chr06.1838","turquoise"
"evm.TU.Chr06.1839","turquoise"
"evm.TU.Chr06.1847","green"
"evm.TU.Chr06.1857","blue"
"evm.TU.Chr06.2046","brown"
"evm.TU.Chr06.2085","blue"
"evm.TU.Chr06.2089","turquoise"
"evm.TU.Chr06.2090","turquoise"
"evm.TU.Chr06.2091","red"
"evm.TU.Chr06.2146","blue"
"evm.TU.Chr06.2201","blue"
"evm.TU.Chr06.2207","grey"
"evm.TU.Chr06.2295","grey"
"evm.TU.Chr06.2297","grey"
"evm.TU.Chr06.2406","red"
"evm.TU.Chr06.2408","grey"
"evm.TU.Chr06.2495","green"
"evm.TU.Chr06.2496","turquoise"
"evm.TU.Chr06.2524","yellow"
"evm.TU.Chr06.2531","red"
"evm.TU.Chr06.2636","grey"
"evm.TU.Chr06.2675","grey"
"evm.TU.Chr06.2693","grey"
"evm.TU.Chr06.2715","blue"
"evm.TU.Chr06.2726","grey"
"evm.TU.Chr06.2735","red"
"evm.TU.Chr06.2738","grey"
"evm.TU.Chr06.2770","turquoise"
"evm.TU.Chr06.2787","grey"
"evm.TU.Chr06.2845","yellow"
"evm.TU.Chr06.2968","black"
"evm.TU.Chr06.2993","grey"
"evm.TU.Chr06.3034","black"
"evm.TU.Chr06.3068_evm.TU.Chr06.3069","blue"
"evm.TU.Chr06.3102","turquoise"
"evm.TU.Chr06.3190","yellow"
"evm.TU.Chr06.3259","blue"
"evm.TU.ctg277.12","yellow"
"evm.TU.ctg277.29","blue"
"evm.TU.ctg277.39","yellow"
"evm.TU.ctg277.48","grey"
"evm.TU.ctg277.104","blue"
"evm.TU.ctg277.123","turquoise"
"evm.TU.ctg277.129","turquoise"
"evm.TU.ctg277.137","brown"
"evm.TU.ctg277.139","brown"
"evm.TU.ctg277.145","black"
"evm.TU.ctg2.14","green"
"evm.TU.ctg2.50","green"
"evm.TU.ctg2.51","blue"
"evm.TU.ctg2.57","red"
"evm.TU.ctg2.79","blue"
"evm.TU.ctg2.145","grey"
"evm.TU.ctg2.179","brown"
"evm.TU.ctg2.180","brown"
"evm.TU.ctg2.182","turquoise"
"evm.TU.ctg2.188","blue"
"evm.TU.ctg2.192","red"
"evm.TU.ctg2.193","yellow"
"evm.TU.ctg2.201","brown"
"evm.TU.ctg2.224","blue"
"evm.TU.ctg2.236","grey"
"evm.TU.ctg2.256","brown"
"evm.TU.ctg2.306","grey"
"evm.TU.ctg2.321","grey"
"evm.TU.ctg2.326","green"
"evm.TU.ctg2.327","grey"
"evm.TU.ctg2.332","brown"
"evm.TU.ctg2.333","brown"
"evm.TU.ctg2.336","brown"
"evm.TU.ctg2.337","brown"
"evm.TU.ctg2.338","brown"
"evm.TU.ctg2.339","brown"
"evm.TU.ctg2.351","grey"
"evm.TU.ctg4.11","grey"
"evm.TU.ctg4.12","red"
"evm.TU.ctg4.22","yellow"
"evm.TU.ctg284.7","blue"
"evm.TU.ctg284.31","green"
"evm.TU.ctg282.4","grey"
"evm.TU.ctg278.8","blue"
"evm.TU.ctg278.97","blue"
"evm.TU.ctg278.99","green"
"evm.TU.ctg278.121","blue"
"evm.TU.ctg281.22","grey"
"evm.TU.ctg281.27","grey"
"evm.TU.ctg281.40","yellow"
"evm.TU.ctg281.49","red"
"evm.TU.ctg281.65","red"
"evm.TU.ctg281.66","red"
"evm.TU.ctg281.128","grey"
"evm.TU.ctg281.162","grey"
"evm.TU.ctg281.183","grey"
"evm.TU.ctg279.6","grey"
"evm.TU.ctg279.23","grey"
"evm.TU.ctg279.73","yellow"
"evm.TU.ctg279.74","yellow"
"evm.TU.ctg279.86","brown"
"evm.TU.ctg279.97","grey"
"evm.TU.ctg279.104","brown"
"evm.TU.ctg279.159","grey"
"evm.TU.ctg279.160","grey"
"evm.TU.ctg279.197","red"
"evm.TU.ctg279.199","yellow"
"evm.TU.ctg279.251","turquoise"
"evm.TU.ctg279.258","yellow"
"evm.TU.ctg274.41","brown"
"evm.TU.ctg274.43","brown"
"evm.TU.ctg274.50","yellow"
"evm.TU.ctg274.51","yellow"
"evm.TU.ctg274.56","blue"
"evm.TU.ctg1.10","turquoise"
"evm.TU.ctg1.59","yellow"
"evm.TU.ctg1.151","blue"
"evm.TU.ctg1.165","turquoise"
"evm.TU.ctg1.198","turquoise"
"evm.TU.ctg1.200","turquoise"
"evm.TU.ctg1.208","turquoise"
"evm.TU.ctg1.330","blue"
"evm.TU.ctg1.335","turquoise"
"evm.TU.ctg1.340","blue"
"evm.TU.ctg1.374","blue"
"evm.TU.ctg1.380","yellow"
"evm.TU.ctg1.382","grey"
"evm.TU.ctg1.390","grey"
"evm.TU.ctg1.441","turquoise"
"evm.TU.ctg1.451","yellow"
"evm.TU.ctg1.463","turquoise"
"evm.TU.ctg1.478","black"
"evm.TU.ctg5.11_evm.TU.ctg5.12","grey"
"evm.TU.ctg3.79","yellow"
"evm.TU.ctg3.82","green"
"evm.TU.ctg3.98","blue"
"evm.TU.ctg3.185","blue"
"evm.TU.ctg3.205","grey"
"evm.TU.ctg3.215","black"
"evm.TU.ctg3.243","turquoise"
"evm.TU.ctg3.274","grey"
"evm.TU.ctg3.286","blue"
"evm.TU.Chr08.13","yellow"
"evm.TU.Chr08.20","grey"
"evm.TU.Chr08.86","turquoise"
"evm.TU.Chr08.188","blue"
"evm.TU.Chr08.251","blue"
"evm.TU.Chr08.275","blue"
"evm.TU.Chr08.289","black"
"evm.TU.Chr08.290","black"
"evm.TU.Chr08.318","turquoise"
"evm.TU.Chr08.319","turquoise"
"evm.TU.Chr08.325","yellow"
"evm.TU.Chr08.327","yellow"
"evm.TU.Chr08.340","turquoise"
"evm.TU.Chr08.389","brown"
"evm.TU.Chr08.395","blue"
"evm.TU.Chr08.432","turquoise"
"evm.TU.Chr08.468","turquoise"
"evm.TU.Chr08.469","turquoise"
"evm.TU.Chr08.470","turquoise"
"evm.TU.Chr08.525_evm.TU.Chr08.529","yellow"
"evm.TU.Chr08.545","blue"
"evm.TU.Chr08.666","blue"
"evm.TU.Chr08.672","yellow"
"evm.TU.Chr08.766","grey"
"evm.TU.Chr08.827","turquoise"
"evm.TU.Chr08.860","turquoise"
"evm.TU.Chr08.880","brown"
"evm.TU.Chr08.927","brown"
"evm.TU.Chr08.959","green"
"evm.TU.Chr08.981","blue"
"evm.TU.Chr08.993","grey"
"evm.TU.Chr08.1049","grey"
"evm.TU.Chr08.1099","turquoise"
"evm.TU.Chr08.1112","grey"
"evm.TU.Chr08.1143","turquoise"
"evm.TU.Chr08.1159","blue"
"evm.TU.Chr08.1161","blue"
"evm.TU.Chr08.1212","blue"
"evm.TU.Chr08.1220","green"
"evm.TU.Chr08.1269","blue"
"evm.TU.Chr08.1306","blue"
"evm.TU.Chr08.1382","blue"
"evm.TU.Chr08.1423","green"
"evm.TU.Chr08.1445","black"
"evm.TU.Chr08.1489","grey"
"evm.TU.Chr08.1492","yellow"
"evm.TU.Chr08.1528","turquoise"
"evm.TU.Chr08.1548","green"
"evm.TU.Chr08.1588","yellow"
"evm.TU.Chr08.1610","blue"
"evm.TU.Chr08.1648","grey"
"evm.TU.Chr08.1650","grey"
"evm.TU.Chr08.1678","yellow"
"evm.TU.Chr08.1686","turquoise"
"evm.TU.Chr08.1994","grey"
"evm.TU.Chr08.2004","blue"
"evm.TU.Chr08.2217","red"
"evm.TU.Chr08.2388","turquoise"
"evm.TU.Chr08.2399","grey"
"evm.TU.Chr08.2401","black"
"evm.TU.Chr08.2438","turquoise"
"evm.TU.Chr08.2453","grey"
"evm.TU.Chr08.2455","turquoise"
"evm.TU.Chr08.2478","blue"
"evm.TU.Chr08.2528","grey"
"evm.TU.Chr08.2596","grey"
"evm.TU.Chr08.2607","turquoise"
"evm.TU.Chr08.2608","green"
"evm.TU.Chr08.2630","turquoise"
"evm.TU.Chr08.2653","blue"
"evm.TU.Chr08.2724","blue"
"evm.TU.Chr08.2834","blue"
"evm.TU.Chr08.2839","blue"
"evm.TU.Chr08.2869","red"
"evm.TU.Chr08.2874","turquoise"
"evm.TU.Chr08.2884","blue"
"evm.TU.Chr08.2949","yellow"
"evm.TU.Chr08.2950","grey"
"evm.TU.Chr08.3054","green"
"evm.TU.Chr08.3113","blue"
"evm.TU.Chr08.3119","green"
"evm.TU.Chr08.3120","grey"
"evm.TU.Chr08.3142","blue"
"evm.TU.Chr08.3143","yellow"
"evm.TU.Chr08.3165","black"
